Country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,c,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age,year,"Population, total",GDP per capita (constant 2015 US$),GNI (current US$),"Inflation, consumer prices (annual %)","Life expectancy at birth, total (years)",Military expenditure (% of GDP),obs_true_val,Military_Cost,obs_true_val_grpd,Life_excpet_grp,Inflation_grp,Military_Cost_grp
Japan,JP,JPN,392,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,99.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2019,126633000,36081.06531,5.32E+12,0.468776159,84.35634146,0.992525305,9990,35811.37035,5k-10k,>65,<=10,>20k
Japan,JP,JPN,392,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2020,99.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2020,126261000,34556.43993,5.22E+12,-0.024995834,84.61560976,1.029938143,9990,35590.99558,5k-10k,>65,,>20k
Jordan,JO,JOR,400,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2002,99.5,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2002,5275532,3879.883758,9651480959,1.83299389,72.359,5.446014467,9950,21129.90308,5k-10k,>65,<=10,>20k
Jordan,JO,JOR,400,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2007,99.1,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2007,6473457,4521.653179,17686177715,4.74390639,73.373,6.03391737,9910,27283.28166,5k-10k,>65,<=10,>20k
Jordan,JO,JOR,400,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2012,99.6,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2012,7211863,4920.865189,31246533501,4.515229567,74.366,4.694379358,9960,23100.40797,5k-10k,>65,<=10,>20k
Jordan,JO,JOR,400,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,99.7,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2018,10459865,3929.687142,43171423929,4.462311085,75.774,4.635771938,9970,18217.13338,5k-10k,>65,<=10,11k-20k
Kazakhstan,KZ,KAZ,398,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2000,98.3,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2000,14883626,4446.452533,17152994909,13.18089059,65.45,0.78464508,9830,3488.887105,5k-10k,>65,Nov-20,<=10k
Kazakhstan,KZ,KAZ,398,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2001,98.5,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2001,14858335,5055.313866,21058294162,8.354137772,65.76,0.999817479,9850,5054.391168,5k-10k,>65,<=10,<=10k
Kazakhstan,KZ,KAZ,398,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2002,98.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2002,14858948,5550.505632,23651793223,5.836924521,65.95,0.998337702,9890,5541.279035,5k-10k,>65,<=10,<=10k
Kazakhstan,KZ,KAZ,398,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2003,99.4,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2003,14909019,6046.328017,29229499702,6.438218101,65.74,1.029927459,9940,6227.279249,5k-10k,>65,<=10,<=10k
Kazakhstan,KZ,KAZ,398,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2004,99.4,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2004,15012984,6580.885049,40430947003,6.88205439,66.06,0.988239741,9940,6503.492136,5k-10k,>65,<=10,<=10k
Kazakhstan,KZ,KAZ,398,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2005,99.4,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2005,15147029,7155.343663,51568171734,7.579999291,65.86,1.036321239,9940,7415.234613,5k-10k,>65,<=10,<=10k
Kazakhstan,KZ,KAZ,398,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2006,99.8,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2006,15308085,7837.629145,71653784546,8.721693861,66.15,0.978998796,9980,7673.029494,5k-10k,>65,<=10,<=10k
Kazakhstan,KZ,KAZ,398,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2008,99.3,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2008,15776938,8554.823573,1.14E+11,17.13989978,67.11,1.154668506,9930,9877.985355,5k-10k,>65,Nov-20,<=10k
Kazakhstan,KZ,KAZ,398,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2009,99.4,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2009,16092822,8487.54483,1.03E+11,7.316078583,68.39,1.103033241,9940,9362.044086,5k-10k,>65,<=10,<=10k
Kazakhstan,KZ,KAZ,398,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2010,99.4,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2010,16321872,8979.332284,1.29E+11,7.400463567,68.45,1.014415565,9940,9108.774431,5k-10k,>65,<=10,<=10k
Kazakhstan,KZ,KAZ,398,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2011,99.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2011,16557202,9506.734053,1.65E+11,8.424887619,68.69,0.936513485,9990,8903.184642,5k-10k,>65,<=10,<=10k
Kazakhstan,KZ,KAZ,398,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2012,99.99,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2012,16792090,9823.693897,1.80E+11,5.09791485,69.52,1.046906472,9999,10284.48872,5k-10k,>65,<=10,11k-20k
Kazakhstan,KZ,KAZ,398,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2013,99.99,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2013,17035551,10264.29807,2.11E+11,5.846409173,70.62,1.078084754,9999,11065.78325,5k-10k,>65,<=10,11k-20k
Kazakhstan,KZ,KAZ,398,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2014,99.99,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2014,17288285,10539.04468,1.99E+11,6.706578291,71.44,1.041692055,9999,10978.43911,5k-10k,>65,<=10,11k-20k
Kazakhstan,KZ,KAZ,398,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2015,99.4,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2015,17542806,10510.77189,1.73E+11,6.665776115,71.97,0,9940,0,5k-10k,>65,<=10,<=10k
Kazakhstan,KZ,KAZ,398,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2016,99.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2016,17794055,10476.34757,1.24E+11,14.54602379,72.41,0.933551765,9990,9780.21277,5k-10k,>65,Nov-20,<=10k
Kazakhstan,KZ,KAZ,398,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2017,99.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2017,18037776,10758.52088,1.49E+11,7.440004373,72.95,0.831895002,9990,8949.959749,5k-10k,>65,<=10,<=10k
Kazakhstan,KZ,KAZ,398,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,99.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2018,18276452,11053.36206,1.57E+11,6.019130966,73.15,0.835625807,9990,9236.474595,5k-10k,>65,<=10,<=10k
Kenya,KE,KEN,404,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2000,42.6,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2000,30851606,1187.325242,12575576937,9.980025154,54.411,1.313742032,4260,1559.839076,2k-5k,36-65,<=10,<=10k
Kenya,KE,KEN,404,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2003,41.6,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2003,33767122,1165.165545,14738442157,9.81569063,55.601,1.650099843,4160,1922.639482,2k-5k,36-65,<=10,<=10k
Kenya,KE,KEN,404,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2009,43.8,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2009,40364444,1278.14029,36976859034,9.234125924,60.365,1.561448035,4380,1995.749644,2k-5k,36-65,<=10,<=10k
Kenya,KE,KEN,404,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2014,61.8,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2014,45831863,1457.542368,60579806471,6.878154993,61.816,1.33290268,6180,1942.762128,5k-10k,36-65,<=10,<=10k
Kenya,KE,KEN,404,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2016,70.2,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2016,47894670,1525.742821,73804795654,6.297157525,62.163,1.348739783,7020,2057.830042,5k-10k,36-65,<=10,<=10k
Kiribati,KI,KIR,296,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2000,85,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2000,88826,1477.077622,109311166.5,0,64.409,0,8500,0,5k-10k,36-65,<=10,<=10k
Kiribati,KI,KIR,296,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2002,76,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2002,92400,1452.052228,115661740.7,0,64.84,0,7600,0,5k-10k,36-65,<=10,<=10k
Kiribati,KI,KIR,296,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2005,63,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2005,98164,1439.407471,159027796.9,0,64.967,0,6300,0,5k-10k,36-65,<=10,<=10k
Kiribati,KI,KIR,296,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2008,65,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2008,103966,1357.063427,205334675.4,13.66539953,64.834,0,6500,0,5k-10k,36-65,Nov-20,<=10k
Kiribati,KI,KIR,296,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2009,79.8,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2009,105996,1341.759523,182742785.8,9.816438845,64.892,0,7980,0,5k-10k,36-65,<=10,<=10k
Kiribati,KI,KIR,296,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2010,98.3,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2010,107995,1302.170429,227783892.9,-3.899550407,65.016,0,9830,0,5k-10k,>65,,<=10k
Kiribati,KI,KIR,296,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,91.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2019,124241,1424.797555,372873826.9,-1.813079953,67.15,0,9190,0,5k-10k,>65,,<=10k
Kuwait,KW,KWT,414,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2004,98.3,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2004,2153481,37980.05593,65567356634,1.248564437,76.792,5.804460886,9830,220453.7491,5k-10k,>65,<=10,
Kuwait,KW,KWT,414,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2005,98.6,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2005,2235403,40469.83721,89654794521,4.142975836,76.903,4.343025942,9860,175761.5529,5k-10k,>65,<=10,
Kuwait,KW,KWT,414,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2006,98.7,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2006,2363409,41154.42557,1.15E+11,3.057013392,76.887,3.542645786,9870,145795.5523,5k-10k,>65,<=10,
Kuwait,KW,KWT,414,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2007,98.7,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2007,2506769,41125.62031,1.27E+11,5.484949833,77.017,3.590337779,9870,147654.8683,5k-10k,>65,<=10,
Kuwait,KW,KWT,414,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2008,98.7,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2008,2650930,39853.51246,1.58E+11,10.58270979,77.145,3.006072721,9870,119802.5567,5k-10k,>65,Nov-20,
Kuwait,KW,KWT,414,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2009,98.7,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2009,2795550,35117.63267,1.13E+11,4.609595484,77.442,3.971806323,9870,139480.4355,5k-10k,>65,<=10,
Kuwait,KW,KWT,414,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2010,98.6,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2010,2943356,32563.55544,1.25E+11,4.496402878,77.982,3.756148142,9860,122313.5383,5k-10k,>65,<=10,
Kuwait,KW,KWT,414,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2011,98.8,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2011,3143825,33422.53222,1.63E+11,4.839403499,78.464,3.501405502,9880,117025.8382,5k-10k,>65,<=10,
Kuwait,KW,KWT,414,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2012,98.8,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2012,3394663,33003.7603,1.83E+11,3.255146003,78.812,3.41374158,9880,112666.3088,5k-10k,>65,<=10,
Kuwait,KW,KWT,414,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2013,98.7,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2013,3646518,31077.39536,1.87E+11,2.682296841,79.164,3.271518381,9870,101670.2702,5k-10k,>65,<=10,
Kuwait,KW,KWT,414,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2014,98.7,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2014,3761584,30277.64283,1.78E+11,2.908926729,79.445,3.58566529,9870,108565.4929,5k-10k,>65,<=10,
Kuwait,KW,KWT,414,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2015,99.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2015,3908743,29310.52211,1.27E+11,3.271701661,79.562,5.007568172,9990,146774.4376,5k-10k,>65,<=10,
Kuwait,KW,KWT,414,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2016,99.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2016,4048085,29129.67151,1.22E+11,3.198397767,79.701,5.893528357,9990,171676.5451,5k-10k,>65,<=10,
Kuwait,KW,KWT,414,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2017,99.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2017,4124904,27240.12475,1.39E+11,2.171832985,79.781,5.607460681,9990,152747.9285,5k-10k,>65,<=10,
Kuwait,KW,KWT,414,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,99.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2018,4317185,26660.37973,1.57E+11,0.543133148,79.722,5.099953149,9990,135966.6876,5k-10k,>65,<=10,
Kuwait,KW,KWT,414,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,99.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2019,4441100,25773.4567,1.54E+11,1.091848027,79.685,5.484195624,9990,141346.6784,5k-10k,>65,<=10,
Kyrgyzstan,KG,KGZ,417,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2000,98.6,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2000,4898400,718.3373488,1287688498,18.70073428,68.55853659,1.882678682,9860,1352.398413,5k-10k,>65,Nov-20,<=10k
Kyrgyzstan,KG,KGZ,417,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2001,98.7,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2001,4945100,749.4197807,1466016371,6.919679894,68.70731707,1.454422566,9870,1089.97304,5k-10k,>65,<=10,<=10k
Kyrgyzstan,KG,KGZ,417,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2002,98.8,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2002,4990700,742.4436884,1547843104,2.134209863,68.15609756,1.615087079,9880,1199.111208,5k-10k,>65,<=10,<=10k
Kyrgyzstan,KG,KGZ,417,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2003,98.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2003,5043300,786.35182,1857008090,2.974612952,68.25609756,1.696728798,9890,1334.225778,5k-10k,>65,<=10,<=10k
Kyrgyzstan,KG,KGZ,417,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2004,98.2,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2004,5104700,831.4843246,2109434585,4.110650847,68.15365854,1.683306778,9820,1399.643199,5k-10k,>65,<=10,<=10k
Kyrgyzstan,KG,KGZ,417,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2005,97.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2005,5162600,820.7159801,2372148026,4.338673918,67.95609756,1.614401811,9790,1324.965365,5k-10k,>65,<=10,<=10k
Kyrgyzstan,KG,KGZ,417,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2006,97.6,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2006,5218400,837.1337991,2786068889,5.552123332,67.69512195,1.665639507,9760,1394.363129,5k-10k,>65,<=10,<=10k
Kyrgyzstan,KG,KGZ,417,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2007,98.4,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2007,5268400,900.0255139,3752066172,10.23010327,67.89512195,1.338821859,9840,1204.973832,5k-10k,>65,Nov-20,<=10k
Kyrgyzstan,KG,KGZ,417,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2008,98.5,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2008,5318700,966.4153604,4933257785,24.52010242,68.45121951,1.18919891,9850,1149.260093,5k-10k,>65,>20,<=10k
Kyrgyzstan,KG,KGZ,417,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2009,98.5,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2009,5383300,982.3771732,4508662256,6.836562481,69.10243902,1.433109918,9850,1407.85447,5k-10k,>65,<=10,<=10k
Kyrgyzstan,KG,KGZ,417,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2010,98.3,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2010,5447900,966.15073,4489257796,7.967722256,69.3,1.611018527,9830,1556.486726,5k-10k,>65,<=10,<=10k
Kyrgyzstan,KG,KGZ,417,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2011,98.6,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2011,5514600,1011.315529,5538866119,16.63632627,69.60243902,1.394428004,9860,1410.206695,5k-10k,>65,Nov-20,<=10k
Kyrgyzstan,KG,KGZ,417,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2012,99.1,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2012,5607200,993.7374233,6435839934,2.768442365,70.00243902,1.627972215,9910,1617.776914,5k-10k,>65,<=10,<=10k
Kyrgyzstan,KG,KGZ,417,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2013,99,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2013,5719600,1080.54823,6912027592,6.613752024,70.20243902,1.622360822,9900,1753.039115,5k-10k,>65,<=10,<=10k
Kyrgyzstan,KG,KGZ,417,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2014,98.4,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2014,5835500,1101.705332,7159296566,7.534247298,70.40243902,1.713569023,9840,1887.84813,5k-10k,>65,<=10,<=10k
Kyrgyzstan,KG,KGZ,417,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,99.8,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2018,6322800,1197.610724,8020107853,1.542661452,71.4,1.571122175,9980,1881.592765,5k-10k,>65,<=10,<=10k
Lao People's Democratic Republic,LA,LAO,418,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2000,16.7,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2000,5430853,917.2887384,1660408279,25.08464143,58.378,0.791543217,1670,726.0736786,<2k,36-65,>20,<=10k
Lao People's Democratic Republic,LA,LAO,418,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2005,14.6,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2005,5852970,1151.930252,2669821117,7.165417599,60.98,0.392508609,1460,452.1425402,<2k,36-65,<=10,<=10k
Lao People's Democratic Republic,LA,LAO,418,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2006,18.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2006,5946593,1231.519041,3264394566,6.545594391,61.493,0.343162745,1890,422.6114545,<2k,36-65,<=10,<=10k
Lao People's Democratic Republic,LA,LAO,418,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2012,40.1,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2012,6508803,1777.410213,9584412356,4.255126778,65.355,0.199455065,4010,354.5134696,2k-5k,>65,<=10,<=10k
Lao People's Democratic Republic,LA,LAO,418,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2017,64.4,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2017,6997917,2358.372664,16170189392,0.825478608,67.434,0,6440,0,5k-10k,>65,<=10,<=10k
Latvia,LV,LVA,428,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2007,99.4,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2007,2200325,13185.06932,30131969635,10.09297758,71.0195122,1.552872371,9940,20474.72986,5k-10k,>65,Nov-20,>20k
Latvia,LV,LVA,428,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2008,99.1,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2008,2177322,12891.44234,35399410905,15.40231911,72.4195122,1.627090883,9910,20975.54831,5k-10k,>65,Nov-20,>20k
Latvia,LV,LVA,428,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2009,98.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2009,2141669,11237.10893,28250465666,3.534106729,73.0804878,1.38226776,9890,15532.69339,5k-10k,>65,<=10,11k-20k
Latvia,LV,LVA,428,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2010,98.8,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2010,2097555,10962.23153,24196593795,-1.08463595,73.48292683,1.087515236,9880,11921.59381,5k-10k,>65,,11k-20k
Latvia,LV,LVA,428,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2011,98.6,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2011,2059709,11450.9768,27444998700,4.370735599,73.57560976,1.037159713,9860,11876.49181,5k-10k,>65,<=10,11k-20k
Latvia,LV,LVA,428,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2012,98.6,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2012,2034319,12410.36526,27972506726,2.257789244,73.77804878,0.902698984,9860,11202.82411,5k-10k,>65,<=10,11k-20k
Latvia,LV,LVA,428,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2013,98.4,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2013,2012647,12795.87829,30136846960,-0.029454778,73.98292683,0.931786713,9840,11923.02937,5k-10k,>65,,11k-20k
Latvia,LV,LVA,428,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2014,98.1,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2014,1993782,13162.65456,31426966728,0.620490637,74.12439024,0.943935284,9810,12424.69406,5k-10k,>65,<=10,11k-20k
Latvia,LV,LVA,428,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2015,99.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2015,1977527,13786.4568,27135736219,0.174242244,74.4804878,1.037829348,9990,14307.98947,5k-10k,>65,<=10,11k-20k
Latvia,LV,LVA,428,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2016,99.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2016,1959537,14242.57267,28043513230,0.140633335,74.5804878,1.450693304,9990,20661.60482,5k-10k,>65,<=10,>20k
Latvia,LV,LVA,428,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2017,99.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2017,1942248,14845.33489,30407328862,2.930363124,74.62926829,1.594821503,9990,23675.65931,5k-10k,>65,<=10,>20k
Lebanon,LB,LBN,422,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2000,99.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2000,4320642,5970.974546,17581364842,0,73.931,5.392100304,9990,32196.09367,5k-10k,>65,<=10,>20k
Lebanon,LB,LBN,422,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2004,98.2,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2004,4574797,6669.253069,20345357992,0,75.976,4.514245069,9820,30106.64278,5k-10k,>65,<=10,>20k
Lesotho,LS,LSO,426,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2000,48.1,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2000,1998630,727.2345946,1130529943,6.131975387,48.427,3.284926128,4810,2388.911921,2k-5k,36-65,<=10,<=10k
Lesotho,LS,LSO,426,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2005,55.4,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2005,1977424,843.508131,2183409542,3.437884231,43.233,2.049259616,5540,1728.567148,5k-10k,36-65,<=10,<=10k
Lesotho,LS,LSO,426,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2009,61.5,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2009,2009169,939.3751427,2293067857,7.305851166,44.034,2.475391898,6150,2325.321617,5k-10k,36-65,<=10,<=10k
Lesotho,LS,LSO,426,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2014,77.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2014,2095242,1092.091116,2719621956,5.37028961,50.033,1.768096816,7790,1930.922825,5k-10k,36-65,<=10,<=10k
Lesotho,LS,LSO,426,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,86.6,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2018,2198017,1078.157898,2863709889,4.751803016,53.733,1.788602874,8660,1928.396315,5k-10k,36-65,<=10,<=10k
Liberia,LR,LBR,430,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2000,50.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2000,2895224,763.4268725,772600000,0,51.356,0,5090,0,5k-10k,36-65,<=10,<=10k
Liberia,LR,LBR,430,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2007,46.3,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2007,3632740,580.352736,1218799900,11.39189668,58.285,0.311075183,4630,180.5333333,2k-5k,36-65,Nov-20,<=10k
Liberia,LR,LBR,430,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2013,61.1,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2013,4427313,723.9591843,2875704600,7.577306817,59.943,1.081236773,6110,782.7712921,5k-10k,36-65,<=10,<=10k
